Beschreibung;Typ;Registertyp lesen;Registertyp schreiben;rw;Adresse;Register;Multiplikator;Unit;Min;Max;Inc;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
Heizkreis 6 Wochenuhr;WPROG;3;;rw;20490;20491;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis 6 Tages-Raumtemperatur;FLOAT;3;;rw;20495;20496;;°C;14.00;26.00;0.50;;;;;;;;;;;;;;;;;;;;;
Heizkreis 6 Absenk-Raumtemperatur;FLOAT;3;;rw;20497;20498;;°C;8.00;24.00;0.50;;;;;;;;;;;;;;;;;;;;;
Boiler B Tagesuhr Mo-So;TPROG;3;;rw;20499;20500;;;;;;;;;;;;;;;;;;;;;;;;;;
Boiler B Wochenuhr;WPROG;3;;rw;20503;20504;;;;;;;;;;;;;;;;;;;;;;;;;;
Boiler B Wochenuhr;WPROG;3;;rw;20508;20509;;;;;;;;;;;;;;;;;;;;;;;;;;
Boiler B Wochenuhr;WPROG;3;;rw;20513;20514;;;;;;;;;;;;;;;;;;;;;;;;;;
Boiler B Wochenuhr;WPROG;3;;rw;20518;20519;;;;;;;;;;;;;;;;;;;;;;;;;;
Boiler B Wochenuhr;WPROG;3;;rw;20523;20524;;;;;;;;;;;;;;;;;;;;;;;;;;
Boiler B Wochenuhr;WPROG;3;;rw;20528;20529;;;;;;;;;;;;;;;;;;;;;;;;;;
Boiler B Wochenuhr;WPROG;3;;rw;20533;20534;;;;;;;;;;;;;;;;;;;;;;;;;;
Boiler B Solltemperatur;INT;3;;rw;20538;20539;;°C;10;84;1;;;;;;;;;;;;;;;;;;;;;
Boiler B Zirkulationspumpe;TPROG;3;;rw;20539;20540;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Tagesuhr Mo-So;TPROG;3;;rw;20543;20544;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Wochenuhr;WPROG;3;;rw;20547;20548;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Wochenuhr;WPROG;3;;rw;20552;20553;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Wochenuhr;WPROG;3;;rw;20557;20558;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Wochenuhr;WPROG;3;;rw;20562;20563;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Wochenuhr;WPROG;3;;rw;20567;20568;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Wochenuhr;WPROG;3;;rw;20572;20573;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Wochenuhr;WPROG;3;;rw;20577;20578;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Tages-Raumtemperatur;FLOAT;3;;rw;20582;20583;;°C;14.00;26.00;0.50;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Absenk-Raumtemperatur;FLOAT;3;;rw;20584;20585;;°C;8.00;24.00;0.50;;;;;;;;;;;;;;;;;;;;;
 Tagesuhr Warmwasserbereitung FWS;TPROG;3;;rw;20966;20967;;;;;;;;;;;;;;;;;;;;;;;;;;
 Wochenuhr Warmwasserbereitung FWS;WPROG;3;;rw;20970;20971;;;;;;;;;;;;;;;;;;;;;;;;;;
 Wochenuhr Warmwasserbereitung FWS;WPROG;3;;rw;20975;20976;;;;;;;;;;;;;;;;;;;;;;;;;;
 Wochenuhr Warmwasserbereitung FWS;WPROG;3;;rw;20980;20981;;;;;;;;;;;;;;;;;;;;;;;;;;
 Wochenuhr Warmwasserbereitung FWS;WPROG;3;;rw;20985;20986;;;;;;;;;;;;;;;;;;;;;;;;;;
 Wochenuhr Warmwasserbereitung FWS;WPROG;3;;rw;20990;20991;;;;;;;;;;;;;;;;;;;;;;;;;;
 Wochenuhr Warmwasserbereitung FWS;WPROG;3;;rw;20995;20996;;;;;;;;;;;;;;;;;;;;;;;;;;
 Wochenuhr Warmwasserbereitung FWS;WPROG;3;;rw;21000;21001;;;;;;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation Auslauf-Solltemperatur Kaskade;INT;3;;rw;21005;21006;;°C;45;70;1;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 1 Auslauf-Solltemperatur;INT;3;;rw;21006;21007;;°C;45;70;1;;;;;;;;;;;;;;;;;;;;;
FWS 1 Zirkulationspumpe Zirkulationspumpe;TPROG;3;;rw;21007;21008;;;;;;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 2 Auslauf-Solltemperatur;INT;3;;rw;21011;21012;;°C;45;70;1;;;;;;;;;;;;;;;;;;;;;
FWS 2 Zirkulationspumpe Zirkulationspumpe;TPROG;3;;rw;21012;21013;;;;;;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 3 Auslauf-Solltemperatur;INT;3;;rw;21016;21017;;°C;45;70;1;;;;;;;;;;;;;;;;;;;;;
FWS 3 Zirkulationspumpe Zirkulationspumpe;TPROG;3;;rw;21017;21018;;;;;;;;;;;;;;;;;;;;;;;;;;
Frischwasserstation 4 Auslauf-Solltemperatur;INT;3;;rw;21021;21022;;°C;45;70;1;;;;;;;;;;;;;;;;;;;;;
FWS 4 Zirkulationspumpe Zirkulationspumpe;TPROG;3;;rw;21022;21023;;;;;;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Aus über Außentemperatur;INT;3;;rw;20586;20587;;°C;0;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 1 Heizung Aus über Außentemperatur;INT;3;;rw;20588;20589;;°C;0;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 2 Heizung Aus über Außentemperatur;INT;3;;rw;20590;20591;;°C;0;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 3 Heizung Aus über Außentemperatur;INT;3;;rw;20592;20593;;°C;0;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 4 Heizung Aus über Außentemperatur;INT;3;;rw;20594;20595;;°C;0;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 5 Heizung Aus über Außentemperatur;INT;3;;rw;20596;20597;;°C;0;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 6 Heizung Aus über Außentemperatur;INT;3;;rw;20598;20599;;°C;0;50;1;;;;;;;;;;;;;;;;;;;;;
Externer HK Aus über Außentemperatur;INT;3;;rw;20600;20601;;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis A Heizung Aus über Außentemperatur;INT;3;;rw;20601;20602;;°C;0;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Heizung Aus über Außentemperatur;INT;3;;rw;20603;20604;;°C;0;50;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Aus bei Tagabsenkung;INT;3;;rw;20605;20606;;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 1 Heizung Aus bei Tagabsenkung;INT;3;;rw;20607;20608;;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 2 Heizung Aus bei Tagabsenkung;INT;3;;rw;20609;20610;;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 3 Heizung Aus bei Tagabsenkung;INT;3;;rw;20611;20612;;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 4 Heizung Aus bei Tagabsenkung;INT;3;;rw;20613;20614;;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 5 Heizung Aus bei Tagabsenkung;INT;3;;rw;20615;20616;;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 6 Heizung Aus bei Tagabsenkung;INT;3;;rw;20617;20618;;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis A Heizung Aus bei Tagabsenkung;INT;3;;rw;20619;20620;;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Heizung Aus bei Tagabsenkung;INT;3;;rw;20621;20622;;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
Alle Heizkreise Aus bei Nachtabsenkung;INT;3;;rw;20623;20624;;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 1 Heizung Aus bei Nachtabsenkung;INT;3;;rw;20625;20626;;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 2 Heizung Aus bei Nachtabsenkung;INT;3;;rw;20627;20628;;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 3 Heizung Aus bei Nachtabsenkung;INT;3;;rw;20629;20630;;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 4 Heizung Aus bei Nachtabsenkung;INT;3;;rw;20631;20632;;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 5 Heizung Aus bei Nachtabsenkung;INT;3;;rw;20633;20634;;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 6 Heizung Aus bei Nachtabsenkung;INT;3;;rw;20635;20636;;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis A Heizung Aus bei Nachtabsenkung;INT;3;;rw;20637;20638;;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis B Heizung Aus bei Nachtabsenkung;INT;3;;rw;20639;20640;;°C;-40;50;1;;;;;;;;;;;;;;;;;;;;;
 Füllen automatisch und bei Saugzeiten;TPROG;3;;rw;21853;21854;;;;;;;;;;;;;;;;;;;;;;;;;;
 Füllen automatisch und bei Saugzeiten;TPROG;3;;rw;21857;21858;;;;;;;;;;;;;;;;;;;;;;;;;;
 Füllen automatisch und bei Saugzeiten;TPROG;3;;rw;21887;21888;;;;;;;;;;;;;;;;;;;;;;;;;;
Urlaubsschaltung;WAHL;3;;rw;20641;20642;;;;;;Frostschutz;Inaktiv;Absenken;;;;;;;;;;;;;;;;;;
Heizkreis 1 Urlaubsschaltung;WAHL;3;;rw;20642;20643;;;;;;Frostschutz;Inaktiv;Absenken;;;;;;;;;;;;;;;;;;
Heizkreis 2 Urlaubsschaltung;WAHL;3;;rw;20643;20644;;;;;;Frostschutz;Inaktiv;Absenken;;;;;;;;;;;;;;;;;;
Heizkreis 3 Urlaubsschaltung;WAHL;3;;rw;20644;20645;;;;;;Frostschutz;Inaktiv;Absenken;;;;;;;;;;;;;;;;;;
Heizkreis 4 Urlaubsschaltung;WAHL;3;;rw;20645;20646;;;;;;Frostschutz;Inaktiv;Absenken;;;;;;;;;;;;;;;;;;
Heizkreis 5 Urlaubsschaltung;WAHL;3;;rw;20646;20647;;;;;;Frostschutz;Inaktiv;Absenken;;;;;;;;;;;;;;;;;;
Heizkreis 6 Urlaubsschaltung;WAHL;3;;rw;20647;20648;;;;;;Frostschutz;Inaktiv;Absenken;;;;;;;;;;;;;;;;;;
Heizkreis A Urlaubsschaltung;WAHL;3;;rw;20648;20649;;;;;;Frostschutz;Inaktiv;Absenken;;;;;;;;;;;;;;;;;;
Heizkreis B Urlaubsschaltung;WAHL;3;;rw;20650;20651;;;;;;Frostschutz;Inaktiv;Absenken;;;;;;;;;;;;;;;;;;
Entaschung Entaschung Start;WAHL;3;;rw;21846;21847;;;;;;Nein;Ja;Ja (mit Spülung);;;;;;;;;;;;;;;;;;
Freigabe Fernwartung ;WAHL;3;;rw;20651;20652;;;;;;nicht freigegeben;freigegeben;;;;;;;;;;;;;;;;;;;
Automatisches Deakivieren der Freigabe;INT;3;;rw;20652;20653;;h;0;48;1;;;;;;;;;;;;;;;;;;;;;
Freigabe Fernsteuerung;WAHL;3;;rw;21578;21579;;;;;;Inaktiv;Aktiv;;;;;;;;;;;;;;;;;;;
Sperrdauer für Fernsteuerung Sperrdauer nach Interaktion am Display;INT;3;;rw;21579;21580;;Min;1;1500;1;;;;;;;;;;;;;;;;;;;;;
Verbrauchsanzeige Fassungsvermögen Pelletslager;INT32;3;;rw;21750;21751;;kg;0;100000;50;;;;;;;;;;;;;;;;;;;;;
 geplante Entaschung Kaskade;TPROG;3;;rw;21756;21757;;;;;;;;;;;;;;;;;;;;;;;;;;
Rauchfangkehrer Heizung weiter mit Auto-Funktion;INT;3;;rw;23307;23308;;h;1;24;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 1 ;WAHL;3;;rw;20673;20674;;;;;;Nicht vorhanden;Pumpe;Mischer Radiatoren;Loxone/Modbus;Mischer FBH;;;;;;;;;;;;;;;;
Fehlererkennung Heizkreispumpe 1 HKP. check;WAHL;3;;rw;21861;21862;;;;;;Inaktiv;Aktiv;;;;;;;;;;;;;;;;;;;
Heizkreis 1 Steilheit;FLOAT;3;;rw;20674;20675;;;0.20;Mrz 50;0.05;;;;;;;;;;;;;;;;;;;;;
Heizkreis 1 Steilheit FBH;FLOAT;3;;rw;21037;21038;;;0.20;Mrz 50;0.05;;;;;;;;;;;;;;;;;;;;;
Heizkreis 1 Vorlauftemperatur Minimum;INT;3;;rw;20676;20677;;°C;1;80;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 1 Vorlauftemperatur Minimum FBH;INT;3;;rw;21039;21040;;°C;1;55;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 1 Vorlauftemperatur Maximum;INT;3;;rw;20677;20678;;°C;1;95;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 1 Vorlauftemperatur Maximum FBH;INT;3;;rw;21040;21041;;°C;1;55;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 1 Mischerlaufzeit;INT;3;;rw;20678;20679;;Sek;10;300;5;;;;;;;;;;;;;;;;;;;;;
Heizkreis 1 Fernbedienung;WAHL;3;;rw;20679;20680;;;;;;Nicht vorhanden;FR25 (analog);FR35 (digital);FR40 (digital);ext. Schaltkontakt;KNX;Modbus;;;;;;;;;;;;;;
Heizkreis 1 Fernbedienung;WAHL;3;;rw;20680;20681;;;;;;mit Raumfühler;ohne Raumfühler;;;;;;;;;;;;;;;;;;;
Heizkreis 1 Anzeige Fernbedienung;WAHL;3;;rw;20681;20682;;;;;;Boiler A;Boiler 1;Boiler 2;Boiler 3;Zentralpuffer;Boiler B;Fühler FWS;Zusatzpuffer HKM1;Zusatzpuffer HKM2;;;;;;;;;;;;
Heizkreis 1 FR40-Ansicht;BITFIELD;3;;rw;21041;21042;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis 1 FR40-Ansicht;BITFIELD;3;;rw;23985;23986;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis 1 Raumkorr. Fernbedienung;FLOAT;3;;rw;20682;20683;;°C;-6.00;6.00;0.50;;;;;;;;;;;;;;;;;;;;;
"Heizkreis 1 Pumpenabschaltung bei
Überschreitung der Raumtemp. Raumregler";WAHL;3;;rw;21043;21044;;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
Heizkreis 1 Eingang externer Kontakt FR25;WAHL;3;;rw;21044;21045;;;;;;Öffner;Schließer;;;;;;;;;;;;;;;;;;;
Heizkreis 1 Raumkorrektur über App/Web;WAHL;3;;rw;23838;23839;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
Heizkreis 1 Fernleitungspumpe;WAHL;3;;rw;20684;20685;;;;;;keine Fernleitung;mit Fernleitung 1;geregelte Fernleitung 1;geregelte Fernleitung 2;;;;;;;;;;;;;;;;;
Heizkreis 1 Sommer-Badheizen;WAHL;3;;rw;20685;20686;;;;;;Sommer-Badheizen Aus;Sommer-Badheizen Ein;Sommer-Badheizen Auto;;;;;;;;;;;;;;;;;;
Heizkreis 1 Sommer-Badheizen Puffer-Mindesttemperatur;INT;3;;rw;20686;20687;;°C;20;100;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 1 Sommer-Badheizen Tagesuhr Mo-So;TPROG;3;;rw;20687;20688;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis 1 Sommer-Badheizen Vorlauf-Soll;INT;3;;rw;20691;20692;;°C;20;100;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 1 Boilervorrang bei Sommer-Badheizen;WAHL;3;;rw;21045;21046;;;;;;Inaktiv;Aktiv;;;;;;;;;;;;;;;;;;;
Heizkreis 1 Fühler Sommer- Badheizen Puffer- Mindesttemperatur;WAHL;3;;rw;24109;24110;;;;;;Puffer unten;Puffer oben;Puffer Mitte oben;Puffer Mitte;Puffer Mitte unten;;;;;;;;;;;;;;;;
Heizkreis 1 Estrich;WAHL;3;;rw;20692;20693;;;;;;Aus;Ein;;;;;;;;;;;;;;;;;;;
Heizkreis 1 Estrich pausiert;WAHL;3;;rw;21046;21047;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
"Heizkreis 1 Loxone Verbindungsausfall Notbetrieb 
Solltemperatur";INT;3;;rw;21047;21048;;°C;1;90;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 2 ;WAHL;3;;rw;20693;20694;;;;;;Nicht vorhanden;Pumpe;Mischer Radiatoren;Loxone/Modbus;Mischer FBH;;;;;;;;;;;;;;;;
Fehlererkennung Heizkreispumpe 2 HKP. check;WAHL;3;;rw;21862;21863;;;;;;Inaktiv;Aktiv;;;;;;;;;;;;;;;;;;;
Heizkreis 2 Steilheit;FLOAT;3;;rw;20694;20695;;;0.20;Mrz 50;0.05;;;;;;;;;;;;;;;;;;;;;
Heizkreis 2 Steilheit FBH;FLOAT;3;;rw;21048;21049;;;0.20;Mrz 50;0.05;;;;;;;;;;;;;;;;;;;;;
Heizkreis 2 Vorlauftemperatur Minimum;INT;3;;rw;20696;20697;;°C;1;80;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 2 Vorlauftemperatur Minimum FBH;INT;3;;rw;21050;21051;;°C;1;55;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 2 Vorlauftemperatur Maximum;INT;3;;rw;20697;20698;;°C;1;95;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 2 Vorlauftemperatur Maximum FBH;INT;3;;rw;21051;21052;;°C;1;55;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 2 Mischerlaufzeit;INT;3;;rw;20698;20699;;Sek;10;300;5;;;;;;;;;;;;;;;;;;;;;
Heizkreis 2 Fernbedienung;WAHL;3;;rw;20699;20700;;;;;;Nicht vorhanden;FR25 (analog);FR35 (digital);FR40 (digital);ext. Schaltkontakt;KNX;Modbus;;;;;;;;;;;;;;
Heizkreis 2 Fernbedienung;WAHL;3;;rw;20700;20701;;;;;;mit Raumfühler;ohne Raumfühler;;;;;;;;;;;;;;;;;;;
Heizkreis 2 Anzeige Fernbedienung;WAHL;3;;rw;20701;20702;;;;;;Boiler A;Boiler 1;Boiler 2;Boiler 3;Zentralpuffer;Boiler B;Fühler FWS;Zusatzpuffer HKM1;Zusatzpuffer HKM2;;;;;;;;;;;;
Heizkreis 2 FR40-Ansicht;BITFIELD;3;;rw;21052;21053;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis 2 FR40-Ansicht;BITFIELD;3;;rw;23987;23988;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis 2 Raumkorr. Fernbedienung;FLOAT;3;;rw;20702;20703;;°C;-6.00;6.00;0.50;;;;;;;;;;;;;;;;;;;;;
"Heizkreis 2 Pumpenabschaltung bei
Überschreitung der Raumtemp. Raumregler";WAHL;3;;rw;21054;21055;;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
Heizkreis 2 Eingang externer Kontakt FR25;WAHL;3;;rw;21055;21056;;;;;;Öffner;Schließer;;;;;;;;;;;;;;;;;;;
Heizkreis 2 Raumkorrektur über App/Web;WAHL;3;;rw;23839;23840;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
Heizkreis 2 Fernleitungspumpe;WAHL;3;;rw;20704;20705;;;;;;keine Fernleitung;mit Fernleitung 1;geregelte Fernleitung 1;geregelte Fernleitung 2;;;;;;;;;;;;;;;;;
Heizkreis 2 Sommer-Badheizen;WAHL;3;;rw;20705;20706;;;;;;Sommer-Badheizen Aus;Sommer-Badheizen Ein;Sommer-Badheizen Auto;;;;;;;;;;;;;;;;;;
Heizkreis 2 Sommer-Badheizen Puffer-Mindesttemperatur;INT;3;;rw;20706;20707;;°C;20;100;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 2 Sommer-Badheizen Tagesuhr Mo-So;TPROG;3;;rw;20707;20708;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis 2 Sommer-Badheizen Vorlauf-Soll;INT;3;;rw;20711;20712;;°C;20;100;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 2 Boilervorrang bei Sommer-Badheizen;WAHL;3;;rw;21056;21057;;;;;;Inaktiv;Aktiv;;;;;;;;;;;;;;;;;;;
Heizkreis 2 Fühler Sommer- Badheizen Puffer- Mindesttemperatur;WAHL;3;;rw;24110;24111;;;;;;Puffer unten;Puffer oben;Puffer Mitte oben;Puffer Mitte;Puffer Mitte unten;;;;;;;;;;;;;;;;
Heizkreis 2 Estrich;WAHL;3;;rw;20712;20713;;;;;;Aus;Ein;;;;;;;;;;;;;;;;;;;
Heizkreis 2 Estrich pausiert;WAHL;3;;rw;21057;21058;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
Heizkreis 2 Loxone Verbindungsausfall Notbetrieb Solltemperatur;INT;3;;rw;21058;21059;;°C;1;90;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 3 ;WAHL;3;;rw;20713;20714;;;;;;Nicht vorhanden;Pumpe;Mischer Radiatoren;Loxone/Modbus;Mischer FBH;;;;;;;;;;;;;;;;
Heizkreis 3 Steilheit;FLOAT;3;;rw;20714;20715;;;0.20;Mrz 50;0.05;;;;;;;;;;;;;;;;;;;;;
Heizkreis 3 Steilheit FBH;FLOAT;3;;rw;21059;21060;;;0.20;Mrz 50;0.05;;;;;;;;;;;;;;;;;;;;;
Heizkreis 3 Vorlauftemperatur Minimum;INT;3;;rw;20716;20717;;°C;1;80;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 3 Vorlauftemperatur Minimum FBH;INT;3;;rw;21061;21062;;°C;1;55;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 3 Vorlauftemperatur Maximum;INT;3;;rw;20717;20718;;°C;1;95;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 3 Vorlauftemperatur Maximum FBH;INT;3;;rw;21062;21063;;°C;1;55;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 3 Mischerlaufzeit;INT;3;;rw;20718;20719;;Sek;10;300;5;;;;;;;;;;;;;;;;;;;;;
Heizkreis 3 Fernbedienung;WAHL;3;;rw;20719;20720;;;;;;Nicht vorhanden;FR25 (analog);FR35 (digital);FR40 (digital);ext. Schaltkontakt;KNX;Modbus;;;;;;;;;;;;;;
Heizkreis 3 Fernbedienung;WAHL;3;;rw;20720;20721;;;;;;mit Raumfühler;ohne Raumfühler;;;;;;;;;;;;;;;;;;;
Heizkreis 3 Anzeige Fernbedienung;WAHL;3;;rw;20721;20722;;;;;;Boiler A;Boiler 1;Boiler 2;Boiler 3;Zentralpuffer;Boiler B;Fühler FWS;Zusatzpuffer HKM1;Zusatzpuffer HKM2;;;;;;;;;;;;
Heizkreis 3 FR40-Ansicht;BITFIELD;3;;rw;21063;21064;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis 3 FR40-Ansicht;BITFIELD;3;;rw;23989;23990;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis 3 Raumkorr. Fernbedienung;FLOAT;3;;rw;20722;20723;;°C;-6.00;6.00;0.50;;;;;;;;;;;;;;;;;;;;;
"Heizkreis 3 Pumpenabschaltung bei
Überschreitung der Raumtemp. Raumregler";WAHL;3;;rw;21065;21066;;;;;;Deaktiviert;Aktiviert;;;;;;;;;;;;;;;;;;;
Heizkreis 3 Eingang externer Kontakt FR25;WAHL;3;;rw;21066;21067;;;;;;Öffner;Schließer;;;;;;;;;;;;;;;;;;;
Heizkreis 3 Raumkorrektur über App/Web;WAHL;3;;rw;23840;23841;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
Heizkreis 3 Fernleitungspumpe;WAHL;3;;rw;20724;20725;;;;;;keine Fernleitung;mit Fernleitung 1;geregelte Fernleitung 1;geregelte Fernleitung 2;;;;;;;;;;;;;;;;;
Heizkreis 3 Sommer-Badheizen;WAHL;3;;rw;20725;20726;;;;;;Sommer-Badheizen Aus;Sommer-Badheizen Ein;Sommer-Badheizen Auto;;;;;;;;;;;;;;;;;;
Heizkreis 3 Sommer-Badheizen Puffer-Mindesttemperatur;INT;3;;rw;20726;20727;;°C;20;100;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 3 Sommer-Badheizen Tagesuhr Mo-So;TPROG;3;;rw;20727;20728;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis 3 Sommer-Badheizen Vorlauf-Soll;INT;3;;rw;20731;20732;;°C;20;100;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 3 Boilervorrang bei Sommer-Badheizen;WAHL;3;;rw;21067;21068;;;;;;Inaktiv;Aktiv;;;;;;;;;;;;;;;;;;;
Heizkreis 3 Fühler Sommer- Badheizen Puffer- Mindesttemperatur;WAHL;3;;rw;24111;24112;;;;;;Puffer unten;Puffer oben;Puffer Mitte oben;Puffer Mitte;Puffer Mitte unten;;;;;;;;;;;;;;;;
Heizkreis 3 Estrich;WAHL;3;;rw;20732;20733;;;;;;Aus;Ein;;;;;;;;;;;;;;;;;;;
Heizkreis 3 Estrich pausiert;WAHL;3;;rw;21068;21069;;;;;;Nein;Ja;;;;;;;;;;;;;;;;;;;
"Heizkreis 3 Loxone Verbindungsausfall Notbetrieb 
Solltemperatur";INT;3;;rw;21069;21070;;°C;1;90;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 4 ;WAHL;3;;rw;20733;20734;;;;;;Nicht vorhanden;Pumpe;Mischer Radiatoren;Loxone/Modbus;Mischer FBH;;;;;;;;;;;;;;;;
Heizkreis 4 Steilheit;FLOAT;3;;rw;20734;20735;;;0.20;Mrz 50;0.05;;;;;;;;;;;;;;;;;;;;;
Heizkreis 4 Steilheit FBH;FLOAT;3;;rw;21070;21071;;;0.20;Mrz 50;0.05;;;;;;;;;;;;;;;;;;;;;
Heizkreis 4 Vorlauftemperatur Minimum;INT;3;;rw;20736;20737;;°C;1;80;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 4 Vorlauftemperatur Minimum FBH;INT;3;;rw;21072;21073;;°C;1;55;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 4 Vorlauftemperatur Maximum;INT;3;;rw;20737;20738;;°C;1;95;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 4 Vorlauftemperatur Maximum FBH;INT;3;;rw;21073;21074;;°C;1;55;1;;;;;;;;;;;;;;;;;;;;;
Heizkreis 4 Mischerlaufzeit;INT;3;;rw;20738;20739;;Sek;10;300;5;;;;;;;;;;;;;;;;;;;;;
Heizkreis 4 Fernbedienung;WAHL;3;;rw;20739;20740;;;;;;Nicht vorhanden;FR25 (analog);FR35 (digital);FR40 (digital);ext. Schaltkontakt;KNX;Modbus;;;;;;;;;;;;;;
Heizkreis 4 Fernbedienung;WAHL;3;;rw;20740;20741;;;;;;mit Raumfühler;ohne Raumfühler;;;;;;;;;;;;;;;;;;;
Heizkreis 4 Anzeige Fernbedienung;WAHL;3;;rw;20741;20742;;;;;;Boiler A;Boiler 1;Boiler 2;Boiler 3;Zentralpuffer;Boiler B;Fühler FWS;Zusatzpuffer HKM1;Zusatzpuffer HKM2;;;;;;;;;;;;
Heizkreis 4 FR40-Ansicht;BITFIELD;3;;rw;21074;21075;;;;;;;;;;;;;;;;;;;;;;;;;;
Heizkreis 4 FR40-Ansicht;BITFIELD;3;;rw;23991;23992;;;;;;;;;;;;;;;;;;;;;;;;;;
