Synonym;Kategorie;Gate;Gate-aktiv-bei;Basis;Beschreibung;Typ;Registertyp lesen;Registertyp schreiben;rw;Adresse;Register;Multiplikator;Unit;Min;Max;Inc;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
SP1_AI_8;sensorplatine;;;;Sensorplatine 1 Analog 8;DAQ-ANA;3;;r;11446;11447;0,1;V;;;;;;;;;;;;;;;;;;;;;;;;
SP1_PT1k_1;sensorplatine;;;;Sensorplatine 1 PT1000 1;DAQ-ANA;3;;r;11448;11449;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
SP1_PT1k_2;sensorplatine;;;;Sensorplatine 1 PT1000 2;DAQ-ANA;3;;r;11450;11451;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
SP1_PT1k_3;sensorplatine;;;;Sensorplatine 1 PT1000 3;DAQ-ANA;3;;r;11452;11453;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
SP1_PT1k_4;sensorplatine;;;;Sensorplatine 1 PT1000 4;DAQ-ANA;3;;r;11454;11455;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
SP1_TypeK_1;sensorplatine;;;;Sensorplatine 1 Type-K 1;DAQ-ANA;3;;r;11456;11457;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
SP1_TypeK_2;sensorplatine;;;;Sensorplatine 1 Type-K 2;DAQ-ANA;3;;r;11458;11459;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
SP1_TypeK_3;sensorplatine;;;;Sensorplatine 1 Type-K 3;DAQ-ANA;3;;r;11460;11461;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
SP1_TypeK_4;sensorplatine;;;;Sensorplatine 1 Type-K 4;DAQ-ANA;3;;r;11462;11463;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
SP2_AI_1;sensorplatine;;;;Sensorplatine 2 Analog 1;DAQ-ANA;3;;r;11464;11465;0,1;V;;;;;;;;;;;;;;;;;;;;;;;;
SP2_AI_2;sensorplatine;;;;Sensorplatine 2 Analog 2;DAQ-ANA;3;;r;11466;11467;0,1;V;;;;;;;;;;;;;;;;;;;;;;;;
SP2_AI_3;sensorplatine;;;;Sensorplatine 2 Analog 3;DAQ-ANA;3;;r;11468;11469;0,1;V;;;;;;;;;;;;;;;;;;;;;;;;
SP2_AI_4;sensorplatine;;;;Sensorplatine 2 Analog 4;DAQ-ANA;3;;r;11470;11471;0,1;V;;;;;;;;;;;;;;;;;;;;;;;;
SP2_AI_5;sensorplatine;;;;Sensorplatine 2 Analog 5;DAQ-ANA;3;;r;11472;11473;0,1;V;;;;;;;;;;;;;;;;;;;;;;;;
SP2_AI_6;sensorplatine;;;;Sensorplatine 2 Analog 6;DAQ-ANA;3;;r;11474;11475;0,1;V;;;;;;;;;;;;;;;;;;;;;;;;
SP2_AI_7;sensorplatine;;;;Sensorplatine 2 Analog 7;DAQ-ANA;3;;r;11476;11477;0,1;V;;;;;;;;;;;;;;;;;;;;;;;;
SP2_AI_8;sensorplatine;;;;Sensorplatine 2 Analog 8;DAQ-ANA;3;;r;11478;11479;0,1;V;;;;;;;;;;;;;;;;;;;;;;;;
SP2_PT1k_1;sensorplatine;;;;Sensorplatine 2 PT1000 1;DAQ-ANA;3;;r;11480;11481;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
SP2_PT1k_2;sensorplatine;;;;Sensorplatine 2 PT1000 2;DAQ-ANA;3;;r;11482;11483;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
SP2_PT1k_3;sensorplatine;;;;Sensorplatine 2 PT1000 3;DAQ-ANA;3;;r;11484;11485;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
SP2_PT1k_4;sensorplatine;;;;Sensorplatine 2 PT1000 4;DAQ-ANA;3;;r;11486;11487;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
SP2_TypeK_1;sensorplatine;;;;Sensorplatine 2 Type-K 1;DAQ-ANA;3;;r;11488;11489;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
SP2_TypeK_2;sensorplatine;;;;Sensorplatine 2 Type-K 2;DAQ-ANA;3;;r;11490;11491;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
SP2_TypeK_3;sensorplatine;;;;Sensorplatine 2 Type-K 3;DAQ-ANA;3;;r;11492;11493;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
SP2_TypeK_4;sensorplatine;;;;Sensorplatine 2 Type-K 4;DAQ-ANA;3;;r;11494;11495;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
SP2_ICapt_1;sensorplatine;;;;Sensorplatine 2 Input-Capture 1;DAQ-ANA;3;;r;11496;11497;0,1;Hz;;;;;;;;;;;;;;;;;;;;;;;;
SP2_ICapt_2;sensorplatine;;;;Sensorplatine 2 Input-Capture 2;DAQ-ANA;3;;r;11498;11499;0,1;Hz;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_1_TVL;mbus_wmz;;;;MBUS Kanal 1 Vorlauftemperatur;DAQ-ANA;3;;r;11016;11017;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_1_TRL;mbus_wmz;;;;MBUS Kanal 1 Rücklauftemperatur;DAQ-ANA;3;;r;11018;11019;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_1_PWR;mbus_wmz;;;;MBUS Kanal 1 Leistung;DAQ-ANA;3;;r;11020;11021;0,1;kW;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_1_FLOW;mbus_wmz;;;;MBUS Kanal 1 Durchfluss;DAQ-ANA;3;;r;11022;11023;0,1;l/h;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_1_ENR;mbus_wmz;;;;MBUS Kanal 1 Energie;DAQ-ANA;3;;r;11024;11025;0,1;kWh;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_2_TVL;mbus_wmz;;;;MBUS Kanal 2 Vorlauftemperatur;DAQ-ANA;3;;r;11026;11027;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_2_TRL;mbus_wmz;;;;MBUS Kanal 2 Rücklauftemperatur;DAQ-ANA;3;;r;11028;11029;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_2_PWR;mbus_wmz;;;;MBUS Kanal 2 Leistung;DAQ-ANA;3;;r;11030;11031;0,1;kW;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_2_FLOW;mbus_wmz;;;;MBUS Kanal 2 Durchfluss;DAQ-ANA;3;;r;11032;11033;0,1;l/h;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_2_ENR;mbus_wmz;;;;MBUS Kanal 2 Energie;DAQ-ANA;3;;r;11034;11035;0,1;kWh;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_3_TVL;mbus_wmz;;;;MBUS Kanal 3 Vorlauftemperatur;DAQ-ANA;3;;r;11036;11037;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_3_TRL;mbus_wmz;;;;MBUS Kanal 3 Rücklauftemperatur;DAQ-ANA;3;;r;11038;11039;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_3_PWR;mbus_wmz;;;;MBUS Kanal 3 Leistung;DAQ-ANA;3;;r;11040;11041;0,1;kW;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_3_FLOW;mbus_wmz;;;;MBUS Kanal 3 Durchfluss;DAQ-ANA;3;;r;11042;11043;0,1;l/h;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_3_ENR;mbus_wmz;;;;MBUS Kanal 3 Energie;DAQ-ANA;3;;r;11044;11045;0,1;kWh;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_4_TVL;mbus_wmz;;;;MBUS Kanal 4 Vorlauftemperatur;DAQ-ANA;3;;r;11046;11047;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_4_TRL;mbus_wmz;;;;MBUS Kanal 4 Rücklauftemperatur;DAQ-ANA;3;;r;11048;11049;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_4_PWR;mbus_wmz;;;;MBUS Kanal 4 Leistung;DAQ-ANA;3;;r;11050;11051;0,1;kW;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_4_FLOW;mbus_wmz;;;;MBUS Kanal 4 Durchfluss;DAQ-ANA;3;;r;11052;11053;0,1;l/h;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_4_ENR;mbus_wmz;;;;MBUS Kanal 4 Energie;DAQ-ANA;3;;r;11054;11055;0,1;kWh;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_5_TVL;mbus_wmz;;;;MBUS Kanal 5 Vorlauftemperatur;DAQ-ANA;3;;r;11056;11057;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_5_TRL;mbus_wmz;;;;MBUS Kanal 5 Rücklauftemperatur;DAQ-ANA;3;;r;11058;11059;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_5_PWR;mbus_wmz;;;;MBUS Kanal 5 Leistung;DAQ-ANA;3;;r;11060;11061;0,1;kW;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_5_FLOW;mbus_wmz;;;;MBUS Kanal 5 Durchfluss;DAQ-ANA;3;;r;11062;11063;0,1;l/h;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_5_ENR;mbus_wmz;;;;MBUS Kanal 5 Energie;DAQ-ANA;3;;r;11064;11065;0,1;kWh;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_6_TVL;mbus_wmz;;;;MBUS Kanal 6 Vorlauftemperatur;DAQ-ANA;3;;r;11066;11067;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_6_TRL;mbus_wmz;;;;MBUS Kanal 6 Rücklauftemperatur;DAQ-ANA;3;;r;11068;11069;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_6_PWR;mbus_wmz;;;;MBUS Kanal 6 Leistung;DAQ-ANA;3;;r;11070;11071;0,1;kW;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_6_FLOW;mbus_wmz;;;;MBUS Kanal 6 Durchfluss;DAQ-ANA;3;;r;11072;11073;0,1;l/h;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_6_ENR;mbus_wmz;;;;MBUS Kanal 6 Energie;DAQ-ANA;3;;r;11074;11075;0,1;kWh;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_7_TVL;mbus_wmz;;;;MBUS Kanal 7 Vorlauftemperatur;DAQ-ANA;3;;r;11076;11077;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_7_TRL;mbus_wmz;;;;MBUS Kanal 7 Rücklauftemperatur;DAQ-ANA;3;;r;11078;11079;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_7_PWR;mbus_wmz;;;;MBUS Kanal 7 Leistung;DAQ-ANA;3;;r;11080;11081;0,1;kW;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_7_FLOW;mbus_wmz;;;;MBUS Kanal 7 Durchfluss;DAQ-ANA;3;;r;11082;11083;0,1;l/h;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_7_ENR;mbus_wmz;;;;MBUS Kanal 7 Energie;DAQ-ANA;3;;r;11084;11085;0,1;kWh;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_8_TVL;mbus_wmz;;;;MBUS Kanal 8 Vorlauftemperatur;DAQ-ANA;3;;r;11086;11087;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_8_TRL;mbus_wmz;;;;MBUS Kanal 8 Rücklauftemperatur;DAQ-ANA;3;;r;11088;11089;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_8_PWR;mbus_wmz;;;;MBUS Kanal 8 Leistung;DAQ-ANA;3;;r;11090;11091;0,1;kW;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_8_FLOW;mbus_wmz;;;;MBUS Kanal 8 Durchfluss;DAQ-ANA;3;;r;11092;11093;0,1;l/h;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_8_ENR;mbus_wmz;;;;MBUS Kanal 8 Energie;DAQ-ANA;3;;r;11094;11095;0,1;kWh;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_9_TVL;mbus_wmz;;;;MBUS Kanal 9 Vorlauftemperatur;DAQ-ANA;3;;r;11096;11097;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_9_TRL;mbus_wmz;;;;MBUS Kanal 9 Rücklauftemperatur;DAQ-ANA;3;;r;11098;11099;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_9_PWR;mbus_wmz;;;;MBUS Kanal 9 Leistung;DAQ-ANA;3;;r;11100;11101;0,1;kW;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_9_FLOW;mbus_wmz;;;;MBUS Kanal 9 Durchfluss;DAQ-ANA;3;;r;11102;11103;0,1;l/h;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_9_ENR;mbus_wmz;;;;MBUS Kanal 9 Energie;DAQ-ANA;3;;r;11104;11105;0,1;kWh;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_10_TVL;mbus_wmz;;;;MBUS Kanal 10 Vorlauftemperatur;DAQ-ANA;3;;r;11106;11107;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_10_TRL;mbus_wmz;;;;MBUS Kanal 10 Rücklauftemperatur;DAQ-ANA;3;;r;11108;11109;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_10_PWR;mbus_wmz;;;;MBUS Kanal 10 Leistung;DAQ-ANA;3;;r;11110;11111;0,1;kW;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_10_FLOW;mbus_wmz;;;;MBUS Kanal 10 Durchfluss;DAQ-ANA;3;;r;11112;11113;0,1;l/h;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_10_ENR;mbus_wmz;;;;MBUS Kanal 10 Energie;DAQ-ANA;3;;r;11114;11115;0,1;kWh;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_11_TVL;mbus_wmz;;;;MBUS Kanal 11 Vorlauftemperatur;DAQ-ANA;3;;r;11116;11117;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_11_TRL;mbus_wmz;;;;MBUS Kanal 11 Rücklauftemperatur;DAQ-ANA;3;;r;11118;11119;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_11_PWR;mbus_wmz;;;;MBUS Kanal 11 Leistung;DAQ-ANA;3;;r;11120;11121;0,1;kW;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_11_FLOW;mbus_wmz;;;;MBUS Kanal 11 Durchfluss;DAQ-ANA;3;;r;11122;11123;0,1;l/h;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_11_ENR;mbus_wmz;;;;MBUS Kanal 11 Energie;DAQ-ANA;3;;r;11124;11125;0,1;kWh;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_12_TVL;mbus_wmz;;;;MBUS Kanal 12 Vorlauftemperatur;DAQ-ANA;3;;r;11126;11127;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_12_TRL;mbus_wmz;;;;MBUS Kanal 12 Rücklauftemperatur;DAQ-ANA;3;;r;11128;11129;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_12_PWR;mbus_wmz;;;;MBUS Kanal 12 Leistung;DAQ-ANA;3;;r;11130;11131;0,1;kW;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_12_FLOW;mbus_wmz;;;;MBUS Kanal 12 Durchfluss;DAQ-ANA;3;;r;11132;11133;0,1;l/h;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_12_ENR;mbus_wmz;;;;MBUS Kanal 12 Energie;DAQ-ANA;3;;r;11134;11135;0,1;kWh;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_13_TVL;mbus_wmz;;;;MBUS Kanal 13 Vorlauftemperatur;DAQ-ANA;3;;r;11136;11137;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_13_TRL;mbus_wmz;;;;MBUS Kanal 13 Rücklauftemperatur;DAQ-ANA;3;;r;11138;11139;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_13_PWR;mbus_wmz;;;;MBUS Kanal 13 Leistung;DAQ-ANA;3;;r;11140;11141;0,1;kW;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_13_FLOW;mbus_wmz;;;;MBUS Kanal 13 Durchfluss;DAQ-ANA;3;;r;11142;11143;0,1;l/h;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_13_ENR;mbus_wmz;;;;MBUS Kanal 13 Energie;DAQ-ANA;3;;r;11144;11145;0,1;kWh;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_14_TVL;mbus_wmz;;;;MBUS Kanal 14 Vorlauftemperatur;DAQ-ANA;3;;r;11146;11147;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_14_TRL;mbus_wmz;;;;MBUS Kanal 14 Rücklauftemperatur;DAQ-ANA;3;;r;11148;11149;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_14_PWR;mbus_wmz;;;;MBUS Kanal 14 Leistung;DAQ-ANA;3;;r;11150;11151;0,1;kW;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_14_FLOW;mbus_wmz;;;;MBUS Kanal 14 Durchfluss;DAQ-ANA;3;;r;11152;11153;0,1;l/h;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_14_ENR;mbus_wmz;;;;MBUS Kanal 14 Energie;DAQ-ANA;3;;r;11154;11155;0,1;kWh;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_15_TVL;mbus_wmz;;;;MBUS Kanal 15 Vorlauftemperatur;DAQ-ANA;3;;r;11156;11157;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_15_TRL;mbus_wmz;;;;MBUS Kanal 15 Rücklauftemperatur;DAQ-ANA;3;;r;11158;11159;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_15_PWR;mbus_wmz;;;;MBUS Kanal 15 Leistung;DAQ-ANA;3;;r;11160;11161;0,1;kW;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_15_FLOW;mbus_wmz;;;;MBUS Kanal 15 Durchfluss;DAQ-ANA;3;;r;11162;11163;0,1;l/h;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_15_ENR;mbus_wmz;;;;MBUS Kanal 15 Energie;DAQ-ANA;3;;r;11164;11165;0,1;kWh;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_16_TVL;mbus_wmz;;;;MBUS Kanal 16 Vorlauftemperatur;DAQ-ANA;3;;r;11166;11167;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_16_TRL;mbus_wmz;;;;MBUS Kanal 16 Rücklauftemperatur;DAQ-ANA;3;;r;11168;11169;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_16_PWR;mbus_wmz;;;;MBUS Kanal 16 Leistung;DAQ-ANA;3;;r;11170;11171;0,1;kW;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_16_FLOW;mbus_wmz;;;;MBUS Kanal 16 Durchfluss;DAQ-ANA;3;;r;11172;11173;0,1;l/h;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_16_ENR;mbus_wmz;;;;MBUS Kanal 16 Energie;DAQ-ANA;3;;r;11174;11175;0,1;kWh;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_17_TVL;mbus_wmz;;;;MBUS Kanal 17 Vorlauftemperatur;DAQ-ANA;3;;r;11176;11177;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_17_TRL;mbus_wmz;;;;MBUS Kanal 17 Rücklauftemperatur;DAQ-ANA;3;;r;11178;11179;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_17_PWR;mbus_wmz;;;;MBUS Kanal 17 Leistung;DAQ-ANA;3;;r;11180;11181;0,1;kW;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_17_FLOW;mbus_wmz;;;;MBUS Kanal 17 Durchfluss;DAQ-ANA;3;;r;11182;11183;0,1;l/h;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_17_ENR;mbus_wmz;;;;MBUS Kanal 17 Energie;DAQ-ANA;3;;r;11184;11185;0,1;kWh;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_18_TVL;mbus_wmz;;;;MBUS Kanal 18 Vorlauftemperatur;DAQ-ANA;3;;r;11186;11187;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_18_TRL;mbus_wmz;;;;MBUS Kanal 18 Rücklauftemperatur;DAQ-ANA;3;;r;11188;11189;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_18_PWR;mbus_wmz;;;;MBUS Kanal 18 Leistung;DAQ-ANA;3;;r;11190;11191;0,1;kW;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_18_FLOW;mbus_wmz;;;;MBUS Kanal 18 Durchfluss;DAQ-ANA;3;;r;11192;11193;0,1;l/h;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_18_ENR;mbus_wmz;;;;MBUS Kanal 18 Energie;DAQ-ANA;3;;r;11194;11195;0,1;kWh;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_19_TVL;mbus_wmz;;;;MBUS Kanal 19 Vorlauftemperatur;DAQ-ANA;3;;r;11196;11197;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_19_TRL;mbus_wmz;;;;MBUS Kanal 19 Rücklauftemperatur;DAQ-ANA;3;;r;11198;11199;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_19_PWR;mbus_wmz;;;;MBUS Kanal 19 Leistung;DAQ-ANA;3;;r;11200;11201;0,1;kW;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_19_FLOW;mbus_wmz;;;;MBUS Kanal 19 Durchfluss;DAQ-ANA;3;;r;11202;11203;0,1;l/h;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_19_ENR;mbus_wmz;;;;MBUS Kanal 19 Energie;DAQ-ANA;3;;r;11204;11205;0,1;kWh;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_20_TVL;mbus_wmz;;;;MBUS Kanal 20 Vorlauftemperatur;DAQ-ANA;3;;r;11206;11207;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_20_TRL;mbus_wmz;;;;MBUS Kanal 20 Rücklauftemperatur;DAQ-ANA;3;;r;11208;11209;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_20_PWR;mbus_wmz;;;;MBUS Kanal 20 Leistung;DAQ-ANA;3;;r;11210;11211;0,1;kW;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_20_FLOW;mbus_wmz;;;;MBUS Kanal 20 Durchfluss;DAQ-ANA;3;;r;11212;11213;0,1;l/h;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_20_ENR;mbus_wmz;;;;MBUS Kanal 20 Energie;DAQ-ANA;3;;r;11214;11215;0,1;kWh;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_21_TVL;mbus_wmz;;;;MBUS Kanal 21 Vorlauftemperatur;DAQ-ANA;3;;r;11216;11217;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_21_TRL;mbus_wmz;;;;MBUS Kanal 21 Rücklauftemperatur;DAQ-ANA;3;;r;11218;11219;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_21_PWR;mbus_wmz;;;;MBUS Kanal 21 Leistung;DAQ-ANA;3;;r;11220;11221;0,1;kW;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_21_FLOW;mbus_wmz;;;;MBUS Kanal 21 Durchfluss;DAQ-ANA;3;;r;11222;11223;0,1;l/h;;;;;;;;;;;;;;;;;;;;;;;;
WMZ_21_ENR;mbus_wmz;;;;MBUS Kanal 21 Energie;DAQ-ANA;3;;r;11224;11225;0,1;kWh;;;;;;;;;;;;;;;;;;;;;;;;
MWZ Vorl.;mbus_wmz;;;;Wärmemengenzähler Vorlauftemperatur;DAQ-ANA;3;;r;11756;11757;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
MWZ Rueckl.;mbus_wmz;;;;Wärmemengenzähler Rücklauftemperatur;DAQ-ANA;3;;r;11758;11759;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
MWZ Durchf.;mbus_wmz;;;;Wärmemengenzähler Durchfluss;DAQ-ANA;3;;r;11760;11761;0,1;;;;;;;;;;;;;;;;;;;;;;;;;
MWZ Leist.;mbus_wmz;;;;Wärmemengenzähler Leistung;DAQ-ANA;3;;r;11762;11763;0,1;KW;;;;;;;;;;;;;;;;;;;;;;;;
KaskSollTmp_1;kaskade;F1;1;;Kaskade Solltemperatur Kessel A;DAQ-ANA;3;;r;11558;11559;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
KaskSollTmp_2;kaskade;F1;1;;Kaskade Solltemperatur Kessel B;DAQ-ANA;3;;r;11560;11561;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
KaskSollTmp_3;kaskade;F1;1;;Kaskade Solltemperatur Kessel C;DAQ-ANA;3;;r;11562;11563;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
KaskSollTmp_4;kaskade;F1;1;;Kaskade Solltemperatur Kessel D;DAQ-ANA;3;;r;11564;11565;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
KaskIstTmp_1;kaskade;F1;1;;Kaskade Temperatur Kessel A;DAQ-ANA;3;;r;11570;11571;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
KaskIstTmp_2;kaskade;F1;1;;Kaskade Temperatur Kessel B;DAQ-ANA;3;;r;11572;11573;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
KaskIstTmp_3;kaskade;F1;1;;Kaskade Temperatur Kessel C;DAQ-ANA;3;;r;11574;11575;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
KaskIstTmp_4;kaskade;F1;1;;Kaskade Temperatur Kessel D;DAQ-ANA;3;;r;11576;11577;0,1;°C;;;;;;;;;;;;;;;;;;;;;;;;
KaskLZLeisMin_1;kaskade;F1;1;;Laufzeit Kaskade Leistung-Min Kessel A;DAQ-ANA;3;;r;11692;11693;0,1;Min;;;;;;;;;;;;;;;;;;;;;;;;
KaskLZLeisMin_2;kaskade;F1;1;;Laufzeit Kaskade Leistung-Min Kessel B;DAQ-ANA;3;;r;11694;11695;0,1;Min;;;;;;;;;;;;;;;;;;;;;;;;
KaskLZLeisMin_3;kaskade;F1;1;;Laufzeit Kaskade Leistung-Min Kessel C;DAQ-ANA;3;;r;11696;11697;0,1;Min;;;;;;;;;;;;;;;;;;;;;;;;
KaskLZLeisMin_4;kaskade;F1;1;;Laufzeit Kaskade Leistung-Min Kessel D;DAQ-ANA;3;;r;11698;11699;0,1;Min;;;;;;;;;;;;;;;;;;;;;;;;
KaskLZLeisMax_1;kaskade;F1;1;;Laufzeit Kaskade Leistung-Max Kessel A;DAQ-ANA;3;;r;11704;11705;0,1;Min;;;;;;;;;;;;;;;;;;;;;;;;
KaskLZLeisMax_2;kaskade;F1;1;;Laufzeit Kaskade Leistung-Max Kessel B;DAQ-ANA;3;;r;11706;11707;0,1;Min;;;;;;;;;;;;;;;;;;;;;;;;
KaskLZLeisMax_3;kaskade;F1;1;;Laufzeit Kaskade Leistung-Max Kessel C;DAQ-ANA;3;;r;11708;11709;0,1;Min;;;;;;;;;;;;;;;;;;;;;;;;
